canonical_channel_name,display_name,category,stream_url,final_url,source_name,source_page,source_domain,source_file,source_line,status,http_status,content_type,manifest_type,channel_identity_verified,is_primary,fallback_number,is_tokenized,token_expiry,requires_login,requires_referer,referer,requires_user_agent,user_agent,tested_from_bdix,tested_at,notes
DBC News,DBC News,News,http://bdiptv.net:8080/DBCNews/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/DBCNews/tracks-v1a1/mono.m3u8,BDIPTV,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:47,Retained candidate.
DBC News,DBC News,News,http://bdiptv.net:8080/DBCNews/tracks-v1a1/mono.m3u8?token=393a7b04180d02bdb43ec4c66b5afb96da3ff459-9c344517b65a41a2d058024285703f1b-1629038940-1629028140,http://bdiptv.net:8080/DBCNews/tracks-v1a1/mono.m3u8?token=393a7b04180d02bdb43ec4c66b5afb96da3ff459-9c344517b65a41a2d058024285703f1b-1629038940-1629028140,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:00:49,
DBC News,DBC News,News,http://tvn3.chowdhury-shaheb.com/dbc/index.m3u8,http://tvn3.chowdhury-shaheb.com/dbc/index.m3u8,Direct,,tvn3.chowdhury-shaheb.com,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:45,Previously failed.
DBC News,DBC News,News,https://bdsl.jagobd.com:444/cZVydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZT00U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/dbcnews.stream/chunks.m3u8,https://bdsl.jagobd.com:444/cZVydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZT00U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/dbcnews.stream/chunks.m3u8,Public Bangladesh playlist index,https://github.com/wukuy/IPTV2021-1/blob/main/IPTV2021,bdsl.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:16:05,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
DBC News,DBC News,News,https://owrcovcrpy.gpcdn.net/bpk-tv/1728/output/1728.m3u8,https://owrcovcrpy.gpcdn.net/bpk-tv/1728/output/1728.m3u8,Recent public Bangladesh playlist index,https://github.com/subirkumarpaul/Subirmaxpro/blob/main/Subirmaxpro,owrcovcrpy.gpcdn.net,,,RESTRICTED,403,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:16:05,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
DBC News,DBC News,News,https://tempe.jagobd.com:444/live-orgin/dbcnews.stream_480p/chunks.m3u8,https://tempe.jagobd.com:444/live-orgin/dbcnews.stream_480p/chunks.m3u8,Recent public Bangladesh list,https://bloginstall.com/bangladesh-iptv-m3u-link/,tempe.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:28:07,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
DHOOM TV,DHOOM TV,General,http://bdiptv.net:8080/Dhoom/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/Dhoom/tracks-v1a1/mono.m3u8,bdix-bangladesh-working.csv,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:03:18,
Deepto TV,Deepto TV,General,https://byphdgllyk.gpcdn.net/hls/deeptotv/0_1/index.m3u8,https://byphdgllyk.gpcdn.net/hls/deeptotv/0_1/index.m3u8,bd-playlist-test-results.csv,,byphdgllyk.gpcdn.net,reports\bd-playlist-test-results.csv,,WORKING,200,application/vnd.apple.mpegurl,HLS,URL/MANIFEST,YES,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:14,
Desh TV,Desh TV,General,https://deshitv.deshitv24.net/live/myStream/playlist.m3u8,https://deshitv.deshitv24.net/live/myStream/playlist.m3u8,bd-playlist-test-results.csv,,deshitv.deshitv24.net,bdix-bangladesh-working.csv,,WORKING,200,application/vnd.apple.mpegurl,HLS,URL/MANIFEST,YES,,NO,,NO,NO,,NO,,Y,2026-08-20T14:01:44,
Desh TV,Desh TV,General,https://bldcmprod-cdn.toffeelive.com/cdn/live/desh_tv/playlist.m3u8,https://bldcmprod-cdn.toffeelive.com/cdn/live/desh_tv/playlist.m3u8,bd-playlist-test-results.csv,,bldcmprod-cdn.toffeelive.com,reports\bd-playlist-test-results.csv,,RESTRICTED,403,text/plain,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:01:44,
Deshe Bideshe,Deshe Bideshe,General,https://dbcanada.sonarbanglatv.com/deshebideshe/dbtv/index.m3u8,https://dbcanada.sonarbanglatv.com/deshebideshe/dbtv/index.m3u8,bd-playlist-test-results.csv,,dbcanada.sonarbanglatv.com,reports\bd-playlist-test-results.csv,,WORKING,200,application/vnd.apple.mpegurl,HLS,URL/MANIFEST,YES,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:33,
Dhoom TV,Dhoom TV,General,http://bdiptv.net:8080/Dhoom/tracks-v1a1/mono.m3u8?token=c9d2debc317b68769fc5b1c17e77afc590867bcc-4cac908307d72642c80277a566b0530c-1629049346-1629038546,http://bdiptv.net:8080/Dhoom/tracks-v1a1/mono.m3u8?token=c9d2debc317b68769fc5b1c17e77afc590867bcc-4cac908307d72642c80277a566b0530c-1629049346-1629038546,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:02:57,
Dhoom TV,Dhoom TV,General,https://tvsen5.aynaott.com/dhoom/index.m3u8,https://tvsen5.aynaott.com/dhoom/index.m3u8,bd-playlist-test-results.csv,,tvsen5.aynaott.com,reports\bd-playlist-test-results.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:54,
Ekattor TV,Ekattor TV,News,http://103.115.159.38:8080/live/asifmtbsl/asifmtbsl/157.m3u8,http://103.115.159.38:8080/live/asifmtbsl/asifmtbsl/157.m3u8,Public BDIX index,https://gist.github.com/omarufulislam/8ad36f95107343825ea80fb541fd9652,103.115.159.38:8080,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:40,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,http://103.130.112.222:8085/hls/Ekattor-TV/index.m3u8,http://103.130.112.222:8085/hls/Ekattor-TV/index.m3u8,Public Bangladesh playlist index,https://github.com/Explore-2021/Iptv-for-my-home,103.130.112.222:8085,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:16:05,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Ekattor TV,Ekattor TV,News,http://103.135.208.14/live/ibox/bd/88.m3u8,http://103.135.208.14/live/ibox/bd/88.m3u8,Public BDIX index,https://gist.github.com/omarufulislam/8ad36f95107343825ea80fb541fd9652,103.135.208.14,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:54,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,http://103.49.168.172:8081/ebox/bd_ekattor_tv/chunks.m3u8,http://103.49.168.172:8081/ebox/bd_ekattor_tv/chunks.m3u8,Public BDIX index,https://gist.github.com/omarufulislam/ce723f927d6084a7fa153753a29a5bd2,103.49.168.172:8081,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:30,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,http://bapatv.live:8080/ekattor/index.m3u8,https://franceindividuelle.nl/,Public BDIX list,https://t.me/s/bdixlink?before=1130,bapatv.live:8080,,,HTML_ONLY,200,text/html; charset=UTF-8,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:55,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,http://bdiptv.net:8080/EkattorTV/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/EkattorTV/tracks-v1a1/mono.m3u8,BDIPTV,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:33,Retained candidate.
Ekattor TV,Ekattor TV,News,http://bdiptv.net:8080/EkattorTV/tracks-v1a1/mono.m3u8?token=a17ece4f1b0c147daf574099241350943dae9ed1-883e9d39deec427d24beb1383473ffe6-1629041684-1629030884,http://bdiptv.net:8080/EkattorTV/tracks-v1a1/mono.m3u8?token=a17ece4f1b0c147daf574099241350943dae9ed1-883e9d39deec427d24beb1383473ffe6-1629041684-1629030884,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:00:35,
Ekattor TV,Ekattor TV,News,http://ddn.amrbd.com:8081/live/ekattor-bd/playlist.m3u8,http://ddn.amrbd.com:8081/live/ekattor-bd/playlist.m3u8,Public BDIX index,https://gist.github.com/omarufulislam/8ad36f95107343825ea80fb541fd9652,ddn.amrbd.com:8081,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:30,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,http://pioneer.anytv.live:8080/ekattor/index.m3u8,http://ww19.anytv.live/,Public BDIX index,https://gist.github.com/omarufulislam/8ad36f95107343825ea80fb541fd9652,pioneer.anytv.live:8080,,,HTML_ONLY,200,text/html,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:44,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,http://tv.ebox.live:8080/live/ekattor1.m3u8,http://tv.ebox.live:8080/live/ekattor1.m3u8,Public BDIX index,https://gist.github.com/omarufulislam/ce723f927d6084a7fa153753a29a5bd2,tv.ebox.live:8080,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:20,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,http://tvsen5.aynaott.com/ekattortv/index.m3u8,http://tvsen5.aynaott.com/ekattortv/index.m3u8,bd-playlist-test-results.csv,,tvsen5.aynaott.com,bdix-bangladesh-working.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:33,
Ekattor TV,Ekattor TV,News,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/ekattor.stream/live-orgin/ekattor.stream/chunks.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/ekattor.stream/live-orgin/ekattor.stream/chunks.m3u8,Public Bangladesh index,https://gist.github.com/DrSujonPaul/c670caa109c96df0adb474e0b0d1c21b,app.ncare.live,,,OFFLINE,404,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:54,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,https://bldcmprod-cdn.toffeelive.com/cdn/live/ekattor_tv/playlist.m3u8,https://bldcmprod-cdn.toffeelive.com/cdn/live/ekattor_tv/playlist.m3u8,Toffee,,bldcmprod-cdn.toffeelive.com,reports\bd-playlist-test-results.csv,,RESTRICTED,403,text/plain,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:31,Previously returned 403.
Ekattor TV,Ekattor TV,News,https://bol.iptv.digijadoo.net/live/ekattor_tv/chunks.m3u8,https://bol.iptv.digijadoo.net/live/ekattor_tv/chunks.m3u8,Public IPTV index,https://gist.github.com/omarufulislam/ce723f927d6084a7fa153753a29a5bd2,bol.iptv.digijadoo.net,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:09,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,https://edge01.iptv.digijadoo.net/live/ekattor_tv/chunks.m3u8,https://edge01.iptv.digijadoo.net/live/ekattor_tv/chunks.m3u8,Public IPTV index,https://gist.github.com/omarufulislam/27f0da73500141749490506d6c9c24cd,edge01.iptv.digijadoo.net,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:09,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekattor TV,Ekattor TV,News,https://itpolly.iptv.digijadoo.net/live/ekattor_tv/chunks.m3u8,https://itpolly.iptv.digijadoo.net/live/ekattor_tv/chunks.m3u8,Public IPTV index,https://gist.github.com/omarufulislam/ce723f927d6084a7fa153753a29a5bd2,itpolly.iptv.digijadoo.net,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:27:09,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Ekhon TV,Ekhon TV,News,https://stream.ottplus.live/live/ekhon_tv_abr/live/ekhon_tv_hd_720/chunks.m3u8,https://stream.ottplus.live/live/ekhon_tv_abr/live/ekhon_tv_hd_720/chunks.m3u8,Recent public Bangladesh playlist index,https://github.com/subirkumarpaul/Subirmaxpro/blob/main/Subirmaxpro,stream.ottplus.live,,,WORKING,200,application/vnd.apple.mpegurl,HLS,SOURCE_CLAIM,YES,,NO,,NO,NO,,NO,,YES,2026-08-20T14:16:06,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Ekhon TV,Ekhon TV,News,https://bldcmprod-cdn.toffeelive.com/cdn/live/ekhon_tv/playlist.m3u8,https://bldcmprod-cdn.toffeelive.com/cdn/live/ekhon_tv/playlist.m3u8,Toffee,,bldcmprod-cdn.toffeelive.com,reports\bd-playlist-test-results.csv,,RESTRICTED,403,text/plain,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:55,Previously returned 403.
Ekhon TV,Ekhon TV,News,https://tplay.live/out/bangladesh/ekhontv.index.m3u8,https://tplay.live/out/bangladesh/ekhontv.index.m3u8,Direct,,tplay.live,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:55,Previously failed.
Ekushey TV,Ekushey TV,General,https://ekusheyserver.com/etvlivesn.m3u8,https://ekusheyserver.com/etvlivesn.m3u8,bd-playlist-test-results.csv,,ekusheyserver.com,bdix-bangladesh-working.csv,,WORKING,200,application/x-mpegurl,HLS,URL/MANIFEST,YES,,NO,,NO,NO,,NO,,Y,2026-08-20T14:01:20,
Ekushey TV,Ekushey TV,General,http://bdiptv.net:8080/EkusheyTv/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/EkusheyTv/tracks-v1a1/mono.m3u8,bdix-bangladesh-working.csv,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:01:24,
Ekushey TV,Ekushey TV,General,http://bdiptv.net:8080/EkusheyTv/tracks-v1a1/mono.m3u8?token=b1799679c0bec2e68495320171c9a7e334fe1624-e645f7d55c5466385b22bc401fdb8380-1629041839-1629031039,http://bdiptv.net:8080/EkusheyTv/tracks-v1a1/mono.m3u8?token=b1799679c0bec2e68495320171c9a7e334fe1624-e645f7d55c5466385b22bc401fdb8380-1629041839-1629031039,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:01:22,
GAN BANGLA TV,GAN BANGLA TV,General,http://bdiptv.net:8080/GaanBangla/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/GaanBangla/tracks-v1a1/mono.m3u8,bdix-bangladesh-working.csv,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:03:16,
Gan Bangla TV,Gan Bangla TV,General,http://bdiptv.net:8080/GaanBangla/tracks-v1a1/mono.m3u8?token=aa56b1da0f052c67ac4597a26c8bfed5f303f91c-b4781292bf4f6843410374ccdaa58c9c-1629045647-1629034847,http://bdiptv.net:8080/GaanBangla/tracks-v1a1/mono.m3u8?token=aa56b1da0f052c67ac4597a26c8bfed5f303f91c-b4781292bf4f6843410374ccdaa58c9c-1629045647-1629034847,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:02:50,
Gazi TV,Gazi TV,General,http://bdiptv.net:8080/GaziTV/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/GaziTV/tracks-v1a1/mono.m3u8,bdix-bangladesh-working.csv,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:14,
Gazi TV,Gazi TV,General,http://bdiptv.net:8080/GaziTV/tracks-v1a1/mono.m3u8?token=495f30dde110980e0c0ca6350e80dcba9a865a2a-357de4a9e67913e6713f39eab2201714-1629041964-1629031164,http://bdiptv.net:8080/GaziTV/tracks-v1a1/mono.m3u8?token=495f30dde110980e0c0ca6350e80dcba9a865a2a-357de4a9e67913e6713f39eab2201714-1629041964-1629031164,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:02:12,
Gazi TV,Gazi TV,General,http://tvn1.chowdhury-shaheb.com/gazitv/index.m3u8,http://tvn1.chowdhury-shaheb.com/gazitv/index.m3u8,bd-playlist-test-results.csv,,tvn1.chowdhury-shaheb.com,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:10,
Gazi TV,Gazi TV,General,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMdEJCDBWEVN3PTOmdFlaWRtaW51aiPhnPTI2/gazibdz.stream/live-orgin/gazibdz.stream/playlist.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMdEJCDBWEVN3PTOmdFlaWRtaW51aiPhnPTI2/gazibdz.stream/live-orgin/gazibdz.stream/playlist.m3u8,bd-playlist-test-results.csv,,app.ncare.live,reports\bd-playlist-test-results.csv,,OFFLINE,404,text/html,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:10,
Gazi TV,Gazi TV,General,https://app24.jagobd.com.bd/c3VydmVyX8RpbEU9Mi8xNy8yMFDEEHGcfRgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcEdsEfeDeKiNkVN3PTOmdFseWRtaW51aiPhnPTI2/gazibdz.stream/tracks-v1a1/mono.m3u8,https://app24.jagobd.com.bd/c3VydmVyX8RpbEU9Mi8xNy8yMFDEEHGcfRgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcEdsEfeDeKiNkVN3PTOmdFseWRtaW51aiPhnPTI2/gazibdz.stream/tracks-v1a1/mono.m3u8,bd-playlist-test-results.csv,,app24.jagobd.com.bd,reports\bd-playlist-test-results.csv,,OFFLINE,200,application/vnd.apple.mpegurl,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:10,
Global TV,Global TV,General,http://103.175.242.10:8080/hls/globaltv/index.m3u8,http://103.175.242.10:8080/hls/globaltv/index.m3u8,Public BDIX list,https://t.me/s/bdixlink?before=1142,103.175.242.10:8080,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:47,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Global TV,Global TV,General,http://103.175.242.10:8080/hls/globaltv/tracks-v1a1/mono.m3u8,http://103.175.242.10:8080/hls/globaltv/tracks-v1a1/mono.m3u8,Public Bangladesh playlist,https://gist.github.com/DrSujonPaul/c670caa109c96df0adb474e0b0d1c21b,103.175.242.10:8080,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:37,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Global TV,Global TV,General,https://bldcmprod-cdn.toffeelive.com/cdn/live/globaltv/playlist.m3u8,https://bldcmprod-cdn.toffeelive.com/cdn/live/globaltv/playlist.m3u8,Toffee,https://www.globaltvbd.com/,bldcmprod-cdn.toffeelive.com,reports\bd-playlist-test-results.csv,,RESTRICTED,403,text/plain,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,Previously returned 403. Official Global TV site confirmed; Toffee direct HLS remains restricted.
Green TV,Green TV,General,http://bd.jagobd.com:1931/live-orgin/greentv.stream/chunks.m3u8,http://bd.jagobd.com:1931/live-orgin/greentv.stream/chunks.m3u8,Recent public Bangladesh playlist article,https://bloginstall.com/bangladesh-iptv-m3u-link/,bd.jagobd.com:1931,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:15:44,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Green TV,Green TV,General,http://cdn01.palki.tv/live/GreenTV-M/index.m3u8,http://cdn01.palki.tv/live/GreenTV-M/index.m3u8,Recent public Bangladesh index,https://github.com/subirkumarpaul/Subirmaxpro/blob/main/Subirmaxpro,cdn01.palki.tv,,,OFFLINE,404,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:27,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Green TV,Green TV,General,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcEdsEfeDeKiNkVN3PTOmdFseWRtaW51aiPhnPTI2/greentv.stream/live-orgin/greentv.stream/playlist.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcEdsEfeDeKiNkVN3PTOmdFseWRtaW51aiPhnPTI2/greentv.stream/live-orgin/greentv.stream/playlist.m3u8,bd-playlist-test-results.csv,,app.ncare.live,reports\bd-playlist-test-results.csv,,OFFLINE,404,text/html,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,
Green TV,Green TV,General,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/greentv.stream/live-orgin/greentv.stream/chunks.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/greentv.stream/live-orgin/greentv.stream/chunks.m3u8,Recent public Bangladesh index,https://github.com/subirkumarpaul/Subirmaxpro/blob/main/Subirmaxpro,app.ncare.live,,,OFFLINE,404,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:26,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Green TV,Green TV,General,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/greentv.stream/live-orgin/greentv.stream/playlist.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/greentv.stream/live-orgin/greentv.stream/playlist.m3u8,Ncare/JagoBD,,app.ncare.live,bdix-bangladesh-working.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,Previously returned 404.
Green TV,Green TV,General,https://tvsen5.aynaott.com/greentv/index.m3u8,https://tvsen5.aynaott.com/greentv/index.m3u8,bd-playlist-test-results.csv,,tvsen5.aynaott.com,bdix-bangladesh-working.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,
Independent TV,Independent TV,News,http://118.179.35.11/hls/ITV2434BuA/05.m3u8,http://118.179.35.11/hls/ITV2434BuA/05.m3u8,Public IPTV index,https://gist.github.com/FriesBv/fe24244666568a4929fc509c54a27de7,118.179.35.11,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:26:56,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Independent TV,Independent TV,News,http://bdiptv.net:8080/IndependentTV/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/IndependentTV/tracks-v1a1/mono.m3u8,bdix-bangladesh-working.csv,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:27,
